2025-05-27 00:00:56 | INFO     | app.utils.file_utils:create_upload_directory:61 - Ensured upload directory exists: ./uploads
2025-05-27 00:00:56 | INFO     | app.utils.document_validator:_load_config:35 - Loaded document patterns: ['CRS_Property_Report_*', 'Zoning_*', 'MLS_*', 'Property_Tax_*', 'Flood_Map_*', 'Title_Search_*', 'Appraisal_*']
2025-05-27 00:00:56 | INFO     | app.utils.document_validator:_load_existing_checksums:60 - Loaded 23 existing checksums
2025-05-27 00:00:56 | INFO     | app.agents.ocr_normalization_agent:__init__:60 - Found Tesseract at: C:\Program Files\Tesseract-OCR\tesseract.exe
2025-05-27 00:00:57 | INFO     | app.agents.ocr_normalization_agent:__init__:97 - OCR & Normalization Agent initialized with Tesseract OCR support
2025-05-27 00:00:57 | INFO     | app.agents.ocr_normalization_agent:__init__:60 - Found Tesseract at: C:\Program Files\Tesseract-OCR\tesseract.exe
2025-05-27 00:00:57 | INFO     | app.agents.ocr_normalization_agent:__init__:97 - OCR & Normalization Agent initialized with Tesseract OCR support
2025-05-27 00:00:58 | INFO     | app.agents.nlu_extraction_agent:__init__:30 - Loaded spaCy model: en_core_web_sm
2025-05-27 00:00:58 | INFO     | app.agents.embedding_agent:__init__:31 - Embedding Agent initialized successfully
2025-05-27 00:00:58 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:00:58 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:00:58 | INFO     | app.agents.rag_agent:__init__:66 - Vector extension already exists
2025-05-27 00:00:58 | INFO     | app.agents.rag_agent:__init__:86 - Successfully created or confirmed table public.real_estate_documents
2025-05-27 00:00:58 | INFO     | app.agents.rag_agent:__init__:96 - RAG Agent initialized with full vector search capabilities
2025-05-27 00:00:58 | INFO     | app.services.risk_scoring_service:_load_config:28 - Loaded risk scoring configuration for 11 fields
2025-05-27 00:00:58 | INFO     | app.services.field_validation_service:_load_config:25 - Loaded critical fields: ['parcel_id', 'tax_value', 'property_address', 'MLS_number']
2025-05-27 00:00:58 | INFO     | main:startup_event:606 - Starting PanoramaScore API
2025-05-27 00:00:58 | INFO     | main:startup_event:607 - Configuration: Upload folder=./uploads, Max file size=10MB
2025-05-27 00:00:58 | INFO     | main:startup_event:624 - Starting PanoramaScore API
2025-05-27 00:00:58 | INFO     | main:startup_event:625 - Configuration: Upload folder=./uploads, Max file size=10MB
2025-05-27 00:01:31 | WARNING  | app.utils.document_validator:is_valid_real_estate_document:95 - File HBFC-REPORT-JUNE-2024.pdf does not match any real estate document patterns
2025-05-27 00:01:31 | WARNING  | app.agents.document_ingest_agent:ingest_document:82 - File does not match standard naming patterns: HBFC-REPORT-JUNE-2024.pdf
2025-05-27 00:01:31 | INFO     | app.agents.document_ingest_agent:ingest_document:110 - File saved: ./uploads\a4326f7b-6160-4961-968a-d7b54f9fc049.pdf
2025-05-27 00:01:32 | WARNING  | app.agents.document_ingest_agent:ingest_document:138 - File integrity check failed: Duplicate content detected: This document has already been processed as HBFC-REPORT-JUNE-2024.pdf
2025-05-27 00:01:32 | INFO     | app.agents.document_ingest_agent:ingest_document:152 - Document type detected: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:01:32 | INFO     | app.agents.ocr_normalization_agent:process_document:276 - Detected document type: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:01:32 | INFO     | app.agents.ocr_normalization_agent:process_document:323 - Successfully extracted text from a4326f7b-6160-4961-968a-d7b54f9fc049.pdf
2025-05-27 00:01:33 | INFO     | app.agents.document_ingest_agent:ingest_document:169 - Updated YAML config with 4 extracted fields
2025-05-27 00:05:37 | WARNING  | app.utils.document_validator:is_valid_real_estate_document:95 - File Real Estate Table Creation.pdf does not match any real estate document patterns
2025-05-27 00:05:37 | WARNING  | app.agents.document_ingest_agent:ingest_document:82 - File does not match standard naming patterns: Real Estate Table Creation.pdf
2025-05-27 00:05:37 | INFO     | app.agents.document_ingest_agent:ingest_document:110 - File saved: ./uploads\168d055f-2d51-4780-b334-c4f343d0fc3a.pdf
2025-05-27 00:05:37 | WARNING  | app.agents.document_ingest_agent:ingest_document:138 - File integrity check failed: Duplicate content detected: This document has already been processed as Real Estate Table Creation.pdf
2025-05-27 00:05:37 | INFO     | app.agents.document_ingest_agent:ingest_document:152 - Document type detected: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:05:37 | INFO     | app.agents.ocr_normalization_agent:process_document:276 - Detected document type: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:05:37 | INFO     | app.agents.ocr_normalization_agent:process_document:323 - Successfully extracted text from 168d055f-2d51-4780-b334-c4f343d0fc3a.pdf
2025-05-27 00:05:38 | INFO     | app.agents.document_ingest_agent:ingest_document:169 - Updated YAML config with 9 extracted fields
2025-05-27 00:09:24 | INFO     | app.utils.document_validator:is_valid_real_estate_document:92 - File MLS_New_Property_Report.pdf matches pattern MLS_*
2025-05-27 00:09:24 | INFO     | app.agents.document_ingest_agent:ingest_document:110 - File saved: ./uploads\d9f4a76c-b70d-4fe2-b437-c64c77462c2e.pdf
2025-05-27 00:09:24 | INFO     | app.agents.document_ingest_agent:ingest_document:152 - Document type detected: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:09:24 | INFO     | app.agents.ocr_normalization_agent:process_document:276 - Detected document type: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:09:24 | INFO     | app.agents.ocr_normalization_agent:process_document:323 - Successfully extracted text from d9f4a76c-b70d-4fe2-b437-c64c77462c2e.pdf
2025-05-27 00:09:25 | INFO     | app.agents.document_ingest_agent:ingest_document:169 - Updated YAML config with 8 extracted fields
2025-05-27 00:09:25 | INFO     | app.agents.metadata_hashing_agent:process_document:38 - Generated metadata for MLS_New_Property_Report.pdf
2025-05-27 00:09:25 | INFO     | app.agents.ocr_normalization_agent:process_document:276 - Detected document type: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:09:25 | INFO     | app.agents.ocr_normalization_agent:process_document:323 - Successfully extracted text from d9f4a76c-b70d-4fe2-b437-c64c77462c2e.pdf
2025-05-27 00:09:32 | INFO     | app.agents.nlu_extraction_agent:extract_fields:104 - Extracted 4 fields from document
2025-05-27 00:09:32 | INFO     | main:process_document:467 - Calculated risk score: 30 based on extracted fields
2025-05-27 00:09:34 | INFO     | app.agents.embedding_agent:generate_embedding:95 - Successfully generated embedding of dimension 1536
2025-05-27 00:09:34 | INFO     | app.agents.embedding_agent:process_document:126 - Successfully processed document and generated embedding
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | WARNING  | app.agents.rag_agent:store_embedding:250 - No checksum available for document_5cb060be-7081-45ff-ae40-5549ed7f2667.pdf, using generated default
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:store_embedding:289 - Successfully stored embedding with ID: 5cb060be-7081-45ff-ae40-5549ed7f2667
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:114 - Attempting to connect to database panoramascore as user asad_user...
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:_get_connection:123 - Database connection successful with PG_* parameters
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:find_similar_documents:360 - Found 1 similar documents
2025-05-27 00:09:34 | INFO     | app.agents.rag_agent:process_document:466 - Successfully processed document through RAG pipeline
2025-05-27 00:09:34 | INFO     | main:process_document:529 - Successfully processed document: MLS_New_Property_Report.pdf
2025-05-27 00:34:49 | INFO     | app.utils.document_validator:is_valid_real_estate_document:92 - File MLS_Property_3.pdf matches pattern MLS_*
2025-05-27 00:34:49 | INFO     | app.agents.document_ingest_agent:ingest_document:110 - File saved: ./uploads\7652b8bd-0082-4409-a7d4-b115fdc173e3.pdf
2025-05-27 00:34:49 | INFO     | app.agents.document_ingest_agent:ingest_document:152 - Document type detected: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:34:49 | INFO     | app.agents.ocr_normalization_agent:process_document:276 - Detected document type: digital_pdf, needs OCR: False, rotation: 0°
2025-05-27 00:34:49 | INFO     | app.agents.ocr_normalization_agent:process_document:323 - Successfully extracted text from 7652b8bd-0082-4409-a7d4-b115fdc173e3.pdf
2025-05-27 00:34:50 | INFO     | app.agents.document_ingest_agent:ingest_document:169 - Updated YAML config with 8 extracted fields
2025-05-27 00:34:50 | INFO     | app.agents.metadata_hashing_agent:process_document:38 - Generated metadata for MLS_Property_3.pdf
